Crash ID,Crash Date and Time,Hour of Day,Day of the week,Crash Type,Crash Severity,Property Damage Crash Indicator,Property Damage Indicator,Alcohol Involved,Aggressive Driver Involved,Bicycle Involved,Cell Phone Involved,Animal Involved,Animal Type,Drug Involved,Crash Location,Latitude,Longitude,YTD Indicator,ObjectID
2863768,4/18/2023 7:07:00 PM,15,3,Other,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, LANE AVE NW &  2ND ST NW,42.9734726042016,-85.6926080375883,YTD,5864
2863767,4/14/2023 3:40:00 PM,11,6,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,No,Yes,No,No,,No, IONIA AVE NW &  LYON ST NW,42.9672877209015,-85.6689325266019,YTD,5865
2863766,4/15/2023 5:59:00 AM,1,7,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, GENEVA AVE SE &  FRANKLIN ST SE,42.9483557477892,-85.6480192795322,YTD,5866
2863765,4/14/2023 4:45:00 PM,12,6,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, KNAPP ST NE &  CELEBRATION AVE NE,42.9987850298763,-85.5948271677364,YTD,5867
2863764,4/18/2023 4:40:00 AM,0,3,Sideswipe-Same,No Injury (O),Yes,No,Yes,Yes,No,No,No,,No, BRIDGE ST NW &  PETTIBONE AVE NW,42.9707952363808,-85.6895180887261,YTD,5868
2863763,4/15/2023 4:48:00 AM,0,7,Sideswipe-Opposite,No Injury (O),Yes,No,Yes,Yes,No,No,No,,No, DIVISION AVE SE &  EOLA ST SE,42.9139955755864,-85.6660308746239,YTD,5869
2863762,4/14/2023 6:14:00 PM,14,6,Angle,Possible Injury (C),No,No,No,No,No,No,No,,No, OAKDALE ST SE &  EASTERN AVE SE,42.9372653180478,-85.6476830169628,YTD,5870
2863761,4/14/2023 2:50:00 PM,10,6,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No,E BELTLINE AVE SE &  LAKE EASTBROOK BLVD SE,42.9178366380106,-85.5838223816818,YTD,5871
2863760,4/15/2023 4:00:00 AM,0,7,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, FLAT ST NE &  EMERALD AVE NE,42.9750017739442,-85.6481927552941,YTD,5872
2863759,4/17/2023 7:15:00 PM,15,2,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, RAMP 079A   &  FULLER AVE NE,42.9729396623808,-85.6397690920953,YTD,5873
2863758,4/17/2023 3:30:00 PM,11,2,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE AVE  &  36TH ST ST ,42.8980554242898,-85.6267319276113,YTD,5874
2863757,4/10/2023 10:52:00 PM,18,2,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, EVERGREEN ST SE &  MARSHALL AVE SE,42.9363457531,-85.6460271524073,YTD,5875
2863756,4/17/2023 6:08:00 PM,14,2,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, BUCHANAN AVE SW &  HALL ST SW,42.9413043214411,-85.6722722930456,YTD,5876
2863755,4/1/2023 3:30:00 AM,23,6,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, SIGSBEE ST SE &  DIAMOND AVE SE,42.954629127982,-85.6442439345282,YTD,5877
2863754,4/17/2023 7:41:00 PM,15,2,Head On-Left Turn,No Injury (O),Yes,No,No,No,No,No,No,,No, LAKE MICHIGAN DR NW &  MARSH RIDGE DR NW,42.9718431946049,-85.7406574058741,YTD,5878
2863753,4/3/2023 7:08:00 PM,15,2,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, WEALTHY ST SW &  RAMP 012C  ,42.9561770756566,-85.6719489594007,YTD,5879
2863752,3/18/2023 12:00:00 PM,8,7,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, KNAPP ST NE &  FULLER AVE NE,42.9989642120249,-85.6398955174274,YTD,5880
2863751,4/13/2023 10:54:00 PM,18,5,Single Motor Vehicle,No Injury (O),Yes,No,No,No,Yes,No,No,,No, OTTAWA AVE  &  OAKES ST SW,42.9609037452009,-85.6723603383842,YTD,5881
2863750,4/17/2023 12:42:00 PM,8,2,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE &  EASTERN AVE SE,42.9128077125377,-85.6496404990646,YTD,5882
2863749,4/14/2023 8:30:00 PM,16,6,Head On-Left Turn,No Injury (O),Yes,No,No,No,No,No,No,,No, LEONARD ST NW &  TURNER AVE NW,42.9848869755489,-85.6779452340678,YTD,5883
2863748,4/12/2023 8:21:00 PM,16,4,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No,S DIVISION AVE  &  GRIGGS ST SE,42.9314026079531,-85.666843151072,YTD,5884
2863747,4/17/2023 9:35:00 PM,17,2,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E FULTON ST  &  FULLER AVE SE,42.9627368478756,-85.63975444822,YTD,5885
2863745,4/18/2023 11:27:00 PM,19,3,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, BRETON RD SE &  28TH ST SE,42.9127177625124,-85.6081609924854,YTD,5886
2863744,4/14/2023 8:20:00 PM,16,6,Head On,Suspected Serious Injury (A),No,No,No,No,No,No,No,,No, RAYBROOK AVE SE &  RAYBROOK CIRCLE DR ,42.9214843128676,-85.5896666708234,YTD,5887
2863743,4/18/2023 8:07:00 PM,16,3,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NW &  IONIA AVE NW,42.9846810100344,-85.6692857289203,YTD,5888
2863742,4/17/2023 7:30:00 PM,15,2,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, COLDBROOK ST NE &  NORTH AVE NE,0,0,YTD,5889
2863741,4/17/2023 11:30:00 PM,19,2,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, 28TH ST SE &  EASTERN AVE SE,42.912797627801,-85.6468409640505,YTD,5890
2863740,4/17/2023 3:20:00 PM,11,2,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, GOODRICH ST SW &  DIVISION AVE S,42.956918671004,-85.6678127217186,YTD,5891
2863739,4/15/2023 6:14:00 AM,2,7,Sideswipe-Same,Possible Injury (C),No,No,Yes,Yes,No,No,No,,No, BRIDGE ST NW &  STOCKING AVE NW,42.9706754099535,-85.684054323946,YTD,5892
2862945,4/13/2023 4:00:00 AM,0,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, TANGLE CIRCLE DR SE &  NORMAN DR SE,0,0,YTD,5893
2862944,4/17/2023 2:07:00 PM,10,2,Head On-Left Turn,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SE &  RAYBROOK AVE SE,42.9269189780086,-85.5868475897972,YTD,5894
2862942,4/11/2023 4:01:00 AM,0,3,Angle,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, KALAMAZOO AVE SE &  ALEXANDER ST SE,42.9400596359083,-85.6434815423534,YTD,5895
2862941,4/13/2023 9:31:00 PM,17,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE &  VINELAND AVE SE,42.9127018800818,-85.6360772276953,YTD,5896
2862940,4/12/2023 7:44:00 PM,15,4,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE SE &  LAKE EASTBROOK BLVD SE,42.9185603074701,-85.5838718244347,YTD,5897
2862939,4/15/2023 11:35:00 PM,19,7,Rear End,No Injury (O),Yes,No,No,Yes,No,Yes,No,,No, KNAPP ST NE &  BALL ST NE,42.9989502299811,-85.629711101637,YTD,5898
2862938,4/15/2023 9:20:00 PM,17,7,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NE &  LAFAYETTE AVE NE,42.9845602520914,-85.66178858249,YTD,5899
2862937,4/15/2023 5:29:00 PM,13,7,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No,E BELTLINE AVE NE &  KNAPP ST NE,42.9977394146537,-85.5904984600268,YTD,5900
2862936,4/15/2023 6:40:00 PM,14,7,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, LEONARD ST NW &  MONROE AVE NW,0,0,YTD,5901
2862935,4/13/2023 8:13:00 PM,16,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NW &  SEWARD AVE NW,42.9850742012627,-85.6831738821152,YTD,5902
2862934,4/13/2023 6:58:00 PM,14,5,Head On-Left Turn,Suspected Serious Injury (A),No,No,No,Yes,No,No,No,,No, LAKE MICHIGAN DR   &  OAKLEIGH AVE NW  ,42.971583705622,-85.726961862016,YTD,5903
2862933,4/13/2023 6:00:00 PM,14,5,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, WASHINGTON ST SE &  LAFAYETTE AVE SE,42.9612391557373,-85.6607786781238,YTD,5904
2862932,4/14/2023 12:48:00 AM,20,5,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, KALAMAZOO AVE SE &  36TH ST SE,42.8978817092102,-85.626721062501,YTD,5905
2862931,4/15/2023 11:00:00 PM,19,7,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, MICHIGAN ST NE &  DUDLEY PL NE,42.9701392668636,-85.6551191522237,YTD,5906
2862930,4/13/2023 10:10:00 PM,18,5,Other,No Injury (O),Yes,No,No,Yes,No,No,No,,No, VALLEY AVE NW &  FULTON ST W,42.9642259543349,-85.6987494105187,YTD,5907
2862929,4/10/2023 1:00:00 PM,9,2,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, CALKINS AVE SE &  WEALTHY ST  ,0,0,YTD,5908
2862928,4/10/2023 11:15:00 PM,19,2,Other,Possible Injury (C),No,No,No,Yes,No,No,No,,No, MADISON AVE SE &  DICKINSON ST SE,0,0,YTD,5909
2862927,4/10/2023 7:44:00 PM,15,2,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE NE &  KNAPP ST NE,42.9990580436653,-85.5904773929051,YTD,5910
2862926,4/10/2023 1:19:00 AM,21,1,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FULLER AVE NE &  LEONARD ST NE,42.9844243430764,-85.6398730877526,YTD,5911
2862923,4/13/2023 12:15:00 PM,8,5,Rear End,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, BUTTERWORTH ST SW &  VALLEY AVE SW,42.9577889250952,-85.6990026779857,YTD,5912
2862922,4/11/2023 8:00:00 PM,16,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAFAYETTE AVE SE &  FRANKLIN ST SE,42.9486048811675,-85.6615941056508,YTD,5913
2862921,4/16/2023 2:45:00 AM,22,7,Other,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, HALL ST SW &  GRANDVILLE AVE SW,42.941640128364,-85.6826601355808,YTD,5914
2862920,4/11/2023 5:10:00 AM,1,3,Single Motor Vehicle,No Injury (O),Yes,No,Yes,No,No,No,No,,No, FULTON ST W &  MONROE AVE NW,0,0,YTD,5915
2862919,4/17/2023 4:00:00 AM,0,2,Head On,No Injury (O),Yes,No,No,No,No,No,No,,No, ARDMORE ST SE &  ALTO AVE SE,42.9281497342783,-85.6420349603687,YTD,5916
2862918,4/16/2023 5:20:00 PM,13,1,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, EASTERN AVE SE &  BROOKVILLE PLZ  SE,42.9098178843123,-85.6469267836277,YTD,5917
2862917,4/4/2023 7:00:00 PM,15,3,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, ANN ST NW &  TURNER AVE NW,42.9957486138605,-85.67842126998,YTD,5918
2862916,4/16/2023 5:50:00 AM,1,1,Single Motor Vehicle,No Injury (O),Yes,No,Yes,No,No,No,No,,No, HALL ST SW &  RANDOLPH AVE SW,0,0,YTD,5919
2862915,4/17/2023 11:03:00 AM,7,2,Angle,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, 36TH ST SE &  KALAMAZOO AVE SE,42.8981790329001,-85.6267548834591,YTD,5920
2862914,4/14/2023 12:45:00 PM,8,6,Head On-Left Turn,Possible Injury (C),No,Yes,No,Yes,No,No,No,,No, 28TH ST SE &  EASTERN AVE SE,42.9127976512827,-85.6470381169888,YTD,5921
2862913,4/14/2023 6:16:00 AM,2,6,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, FOUNTAIN ST NE &  PROSPECT AVE NE,42.9652911260561,-85.6600938246084,YTD,5922
2862912,4/16/2023 6:48:00 PM,14,1,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, SEWARD AVE NW &  BRIDGE ST NW,42.9706453916454,-85.6826956750564,YTD,5923
2862911,3/22/2023 11:57:00 AM,7,4,Sideswipe-Opposite,No Injury (O),Yes,No,No,No,No,No,No,,No, TULIP ST SW &  GRANDVILLE AVE SW,42.9385107109036,-85.6867417517656,YTD,5924
2862910,4/14/2023 12:40:00 AM,20,5,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, FULTON ST E &  JEFFERSON AVE SE,42.9631483518091,-85.6642652118534,YTD,5925
2862909,4/9/2023 3:00:00 PM,11,1,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, MELVILLE ST SE &  HORTON AVE SE,42.9235015537043,-85.6649810538035,YTD,5926
2862908,4/9/2023 4:20:00 AM,0,1,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, DICKINSON ST SE &  MADISON AVE SE,42.9327530390528,-85.6583485275052,YTD,5927
2862907,4/17/2023 12:05:00 AM,20,1,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, LANE AVE NW &  CHATHAM ST NW,42.9690590572163,-85.6925033918553,YTD,5928
2862292,4/13/2023 6:25:00 PM,14,5,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, BROOKVILLE PLZ SE &  EASTERN AVE SE,42.9098722890606,-85.6466932209469,YTD,5929
2862291,4/11/2023 5:13:00 PM,13,3,Other,Suspected Serious Injury (A),No,No,No,Yes,No,No,No,,No,W FULTON ST  &  LAKE MICHIGAN DR  NW,42.9656189740493,-85.702617379368,YTD,5930
2862290,4/13/2023 12:24:00 AM,20,4,Single Motor Vehicle,Possible Injury (C),No,No,No,No,No,No,No,,No, SEWARD AVE NW &  11TH ST NW,42.9814211667733,-85.6830640667957,YTD,5931
2862289,4/11/2023 9:15:00 PM,17,3,Head On,No Injury (O),Yes,No,No,Yes,No,No,No,,No, GODFREY AVE SW &  MARTHA ST SW,42.9459212708845,-85.6835577473277,YTD,5932
2862288,4/11/2023 10:17:00 PM,18,3,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No,E BELTLINE AVE NE &  KNAPP ST NE,42.9989185209325,-85.5900805337477,YTD,5933
2862287,4/12/2023 5:45:00 AM,1,4,Single Motor Vehicle,No Injury (O),Yes,No,Yes,Yes,No,No,No,,No, SEWARD AVE SW & W FULTON ST ,42.9627675879941,-85.6828317207916,YTD,5934
2862285,3/30/2023 4:00:00 AM,0,5,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, SCRIBNER AVE NW &  MICHIGAN ST NW,42.9706679354511,-85.6777636288587,YTD,5935
2862284,4/6/2023 2:15:00 AM,22,4,Head On-Left Turn,Possible Injury (C),No,No,No,Yes,No,No,No,,No, LEONARD ST NE &  DIAMOND AVE NE,42.9844614250798,-85.6447815200747,YTD,5936
2862283,4/3/2023 4:00:00 PM,12,2,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, CARMAN AVE NE &  PAGE ST ST NE,42.9865673070605,-85.664204017521,YTD,5937
2862282,3/28/2023 12:00:00 PM,8,3,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, FULTON ST E &  FULLER AVE NE,0,0,YTD,5938
2862281,3/31/2023 4:00:00 AM,0,6,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, CHERRY ST SE &  UNION AVE SE,42.9593998638323,-85.6546547285722,YTD,5939
2862280,3/26/2023 7:12:00 PM,15,1,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, IONIA AVE SW &  CHERRY ST SW,42.9596882500241,-85.6701620637548,YTD,5940
2862279,3/23/2023 7:00:00 PM,15,5,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NE &  FULLER AVE NE,42.9844278634891,-85.6379659141093,YTD,5941
2862278,3/18/2023 7:00:00 AM,3,7,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, GOLD AVE SW &  WATSON ST SW,42.9616057973168,-85.6849655149742,YTD,5942
2862277,4/3/2023 7:00:00 AM,3,2,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, ANN ST NW &  CENTER AVE NE,42.9955092073213,-85.6678796971064,YTD,5943
2862276,3/28/2023 3:30:00 PM,11,3,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, KNAPP ST NE & E BELTLINE AVE NE,0,0,YTD,5944
2860330,4/4/2023 6:30:00 PM,14,3,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No,S DIVISION AVE  &  FRANKLIN ST SE,42.9489286904423,-85.6675072559131,YTD,5945
2860329,4/4/2023 1:40:00 AM,21,2,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, GRANDVILLE AVE SW &  CHERRY ST SW,42.9596673763106,-85.6734407771546,YTD,5946
2860328,4/8/2023 10:00:00 PM,18,7,Sideswipe-Opposite,No Injury (O),Yes,No,No,No,No,No,No,,No, BUCHANAN AVE SW &  BAYLIS ST ST SW,42.9225660620889,-85.671335220769,YTD,5947
2860327,4/8/2023 9:15:00 PM,17,7,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, SEWARD AVE  NW &  LEONARD ST  NW,0,0,YTD,5948
2860326,4/6/2023 6:00:00 AM,2,5,Head On,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LYDIA ST NE &  COLLEGE AVE NE,42.9769552326165,-85.6559123157715,YTD,5949
2860325,4/6/2023 6:57:00 PM,14,5,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, SIGSBEE ST SE   &  DIAMOND AVE SE  ,42.9546273564206,-85.6439874726419,YTD,5950
2860324,4/4/2023 12:42:00 AM,20,2,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, MARKET AVE SW &  WESTON ST SW,42.9620839307494,-85.6741990469685,YTD,5951
2860323,4/4/2023 10:30:00 PM,18,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, HALL ST SE &  GIDDINGS AVE SE,42.9410116559934,-85.6344648870795,YTD,5952
2860322,4/4/2023 2:50:00 AM,22,2,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No,S DIVISION AVE  &  WILLIAMS ST SW,42.9591141373894,-85.6677550951006,YTD,5953
2860321,4/5/2023 6:17:00 AM,2,4,Sideswipe-Opposite,No Injury (O),Yes,No,No,Yes,No,No,No,,No, SHELDON AVE NE & E FULTON ST ,42.9634637637263,-85.666952175073,YTD,5954
2860320,4/13/2023 4:15:00 PM,12,5,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE NE &  BELTLINE AVE ,42.9964422033208,-85.5905167485372,YTD,5955
2860319,4/3/2023 5:00:00 PM,13,2,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NE &  PLYMOUTH AVE NE,42.9844383209954,-85.6266559064556,YTD,5956
2860318,4/13/2023 2:00:00 PM,10,5,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, OTTAWA AVE NW &  MICHIGAN ST NW,42.9704216280223,-85.6700833634712,YTD,5957
2860317,4/6/2023 8:00:00 PM,16,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LINDEN AVE SE &  GRIGGS ST SE,42.9316577447874,-85.6508941506952,YTD,5958
2860316,4/3/2023 9:20:00 AM,5,2,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No,S DIVISION AVE  &  GRIGGS ST SE,42.9312036403475,-85.6668336870046,YTD,5959
2860315,4/6/2023 2:08:00 AM,22,4,Rear End,Possible Injury (C),No,No,Yes,Yes,No,Yes,No,,No, 28TH ST SE &  EASTERN AVE  SE,42.9127976372346,-85.6469198252265,YTD,5960
2859523,4/12/2023 12:30:00 PM,8,4,Head On-Left Turn,No Injury (O),Yes,No,No,Yes,No,No,No,,No, ALGER ST SE &  EASTERN AVE SE,42.9200609445621,-85.6475698625996,YTD,5961
2859521,4/12/2023 9:19:00 PM,17,4,Sideswipe-Same,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, BRIDGE ST NW &  STRAIGHT AVE NW,42.9707545196307,-85.6876179852132,YTD,5962
2859520,4/3/2023 6:44:00 AM,2,2,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, GRANDVILLE AVE SW &  HALL ST SW,42.941640128364,-85.6826601355808,YTD,5963
2859519,4/12/2023 5:06:00 PM,13,4,Angle,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, MICHIGAN ST NE &  PROSPECT AVE NE,42.9702375615943,-85.6603514816567,YTD,5964
2859518,4/1/2023 3:00:00 AM,23,6,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, GRANDVILLE AVE SW &  BARTLETT ST SW,42.9578541810764,-85.6735855162814,YTD,5965
2859517,4/12/2023 7:56:00 PM,15,4,Rear End,Possible Injury (C),No,No,No,No,No,No,No,,No, ANN ST NW &  TURNER AVE NW,42.9957539155585,-85.6785522513724,YTD,5966
2859516,3/29/2023 6:30:00 PM,14,4,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, COLLEGE AVE NE &  CRESCENT ST NE,42.9688383606173,-85.6569687728979,YTD,5967
2859515,4/1/2023 1:22:00 AM,21,6,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  32ND ST SE,42.905097000746,-85.627208409858,YTD,5968
2859514,3/31/2023 6:55:00 PM,14,6,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, 28TH ST SE &  BRETON RD SE,42.9126366253046,-85.6082201771073,YTD,5969
2859513,3/30/2023 8:08:00 PM,16,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE &  EASTERN AVE SE,42.9128026028741,-85.6483393083621,YTD,5970
2859512,3/29/2023 9:00:00 PM,17,4,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,Yes,No,No,,No, DICKINSON ST SW &  DIVISION AVE S,42.9330183747804,-85.6669628734293,YTD,5971
2859511,3/29/2023 6:40:00 PM,14,4,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, BURTON ST SE &  CONLON AVE SE,0,0,YTD,5972
2859510,3/26/2023 6:27:00 AM,2,1,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, DIVISION AVE S &  ANDRE ST SW,0,0,YTD,5973
2859509,4/4/2023 2:34:00 AM,22,2,Single Motor Vehicle,Suspected Serious Injury (A),No,No,No,No,No,No,No,,No,S DIVISION AVE  &  SUTTON ST SW,42.9237991221024,-85.6664899063259,YTD,5974
2859508,3/25/2023 3:00:00 PM,11,7,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, DIVISION AVE   &  CRESCENT ST  ,42.9690674907364,-85.6680660036028,YTD,5975
2859507,3/31/2023 2:30:00 PM,10,6,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, HOUSEMAN AV NE &  LEONARD ST NE,42.9841918377487,-85.6464179604045,YTD,5976
2859506,4/12/2023 7:55:00 PM,15,4,Head On-Left Turn,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NW &  SCRIBNER AVE NW,42.9848279223349,-85.6764269328541,YTD,5977
2859505,4/12/2023 3:51:00 PM,11,4,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, TULIP ST SW &  GRANDVILLE AVE SW,0,0,YTD,5978
2859504,4/1/2023 10:37:00 PM,18,7,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, UNION AVE SE &  DELAWARE ST SE,42.9455782998477,-85.6541279241415,YTD,5979
2859503,3/28/2023 12:00:00 AM,20,2,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, BATES ST SE &  EASTERN AVE SE,42.9492669142374,-85.6472787062831,YTD,5980
2859502,3/30/2023 4:10:00 PM,12,5,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, EASTERN AVE SE &  MERRITT ST SE,0,0,YTD,5981
2859501,4/2/2023 3:30:00 PM,11,1,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, DELAWARE ST ST SE &  UNION AV SE,42.9452750835257,-85.6529982146424,YTD,5982
2859500,3/31/2023 1:40:00 PM,9,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, HALL ST SW &  RAMP 010C  ,42.9416666514203,-85.6772518351083,YTD,5983
2858783,3/24/2023 3:28:00 PM,11,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, KEN O SHA DR SE &  EASTERN AVE SE,42.9061598886881,-85.6467081133045,YTD,5984
2858782,4/11/2023 4:30:00 PM,12,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 29TH ST SE &  BRETON AVE SE,42.9108322286363,-85.6076436096695,YTD,5985
2858781,4/11/2023 9:19:00 PM,17,3,Head On,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE &  BRETON RD SE,42.9126240784383,-85.6048094706643,YTD,5986
2858780,4/9/2023 8:30:00 PM,16,1,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, PLAINFIELD AVE NE &  KNAPP ST NE,42.9992761815111,-85.6563745472162,YTD,5987
2858779,3/22/2023 3:05:00 AM,23,3,Head On,No Injury (O),Yes,No,No,No,No,No,No,,No, 28TH ST SE &  RIDGEMOOR DR SE,42.9125872940835,-85.5976924047794,YTD,5988
2858778,3/22/2023 8:30:00 AM,4,4,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,No,Yes,No,No,,No, FRANKLIN ST SE &  HENRY AVE SE,42.9484144281125,-85.6517850685747,YTD,5989
2858777,3/20/2023 4:44:00 AM,0,2,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, CENTURY AVE SW &  LIBERTY ST SW,0,0,YTD,5990
2858776,4/11/2023 10:46:00 PM,18,3,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, 28TH ST SE &  ENGLEWOOD AVE SE,42.9126401481766,-85.6166779322852,YTD,5991
2858775,3/5/2023 3:35:00 AM,22,7,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, 37 IONIA AVE NW AVE  &  MONROE CENTER ST NW ST ,0,0,YTD,5992
2858774,3/23/2023 9:00:00 PM,17,5,Sideswipe-Opposite,No Injury (O),Yes,No,No,Yes,No,No,No,,No, CASS AVE  &  HALL ST ,0,0,YTD,5993
2858773,3/18/2023 10:00:00 AM,6,7,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, GRAND AVE NE &  CRESCENT ST NE,42.9692313416557,-85.6520503997099,YTD,5994
2858772,3/7/2023 12:30:00 AM,19,2,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, 44TH ST SE &  EASTERN AVE SE,0,0,YTD,5995
2858771,3/12/2023 5:40:00 PM,13,1,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BRETON RD SE &  28TH ST SE,0,0,YTD,5996
